word,definition,x,y,z,cluster
DHOTI,"'(Hindi) a loincloth worn by Indian men, also DHOOTI, DHOOTIE, DHUTI [n -S]'",-1.6484901,1.0456438,1.2238623,89
DHOTIS,"'DHOTI, (Hindi) a loincloth worn by Indian men, also DHOOTI, DHOOTIE, DHUTI [n]'",-1.5979443,1.0221184,1.2074827,89
DHOURRA,"'(Arabic) Indian millet, also DARI, DHOORA, DHURRA, DOURA, DOURAH, DURA, DURR, DURRA [n -S]'",1.9804676,-1.8789344,10.813125,103
DHOURRAS,"'DHOURRA, (Arabic) Indian millet, also DARI, DHOORA, DHURRA, DOURA, DOURAH, DURA, DURR, DURRA [n]'",1.5482389,-1.6725305,10.329841,102
DHURNA,"'(Hindi) a method of collecting a debt in which the person who is owed money sits on the debtor's doorstep until payment is made, or the debtor starves to death, also DHARNA [n -S]'",2.8028011,0.56057346,0.696431,-1
DHURNAS,"'DHURNA, (Hindi) a method of collecting a debt in which the person who is owed money sits on the debtor's doorstep until payment is made, or the debtor starves to death, also DHARNA [n]'",2.7740033,0.5605103,0.6969664,-1
DHURRA,"'(Arabic) Indian millet, also DARI, DHOORA, DHOURRA, DOURA, DOURAH, DURA, DURR, DURRA [n -S]'",1.9666125,-1.868371,10.798788,103
DHURRAS,"'DHURRA, (Arabic) Indian millet, also DARI, DHOORA, DHOURRA, DOURA, DOURAH, DURA, DURR, DURRA [n]'",1.5374714,-1.662316,10.305696,102
DHURRIE,"'(Hindi) an Indian cotton rug, also DURRIE [n -S]'",-1.2710814,-0.5786733,1.7722625,-1
DHURRIES,"'DHURRIE, (Hindi) an Indian cotton rug, also DURRIE [n]'",-1.3415588,-0.5634548,1.7512735,-1
DHUTI,"'(Hindi) a loincloth worn by Indian men, also DHOOTI, DHOOTIE, DHOTI [n -S]'",-1.6280543,1.0431775,1.205099,89
DHUTIS,"'DHUTI, (Hindi) a loincloth worn by Indian men, also DHOOTI, DHOOTIE, DHOTI [n]'",-1.5906628,1.0316607,1.1817331,89
DHYANA,'(Sanskrit) a profound meditation in Hinduism [n -S]',2.2331486,3.9375718,-1.1530083,-1
DHYANAS,"'DHYANA, (Sanskrit) a profound meditation in Hinduism [n]'",2.2089949,4.0029597,-1.3084526,-1
DITA,'(Tagalog) a tree of India and the Philippines [n -S]',0.41965568,2.120356,7.802009,-1
DITAS,"'DITA, (Tagalog) a tree of India and the Philippines [n]'",0.2999009,2.0777745,7.8631144,-1
DIWAN,"'(Urdu) in India, a financial minister, also DEEWAN, DEWAN [n -S]'",0.3466184,-1.5992544,0.22426052,91
DIWANS,"'DIWAN, (Urdu) in India, a financial minister, also DEEWAN, DEWAN [n]'",0.32189685,-1.615626,0.21708961,91
DIXIE,"'(Hindi) a military cooking-pot, also DIXY [n -S]'",-0.38582158,0.85815585,3.2372613,-1
DIXIES,"'DIXIE, (Hindi) a military cooking-pot, also DIXY [n]'",-0.35698682,0.8514981,3.2182043,-1
DIXY,"'(Hindi) a military cooking-pot, also DIXIE [n DIXIES]'",-0.40228346,0.84909856,3.2467363,-1
DIYA,"'(Hindi) a small oil lamp used in Hindu worship, esp. at Diwali, also DEEYA [n -S]'",1.3051758,2.7065578,0.49948278,59
DIYAS,"'DIYA, (Hindi) a small oil lamp used in Hindu worship, esp. at Diwali, also DEEYA [n]'",1.3639987,2.73609,0.47122312,-1
DOAB,"'(Urdu) a tongue or tract of land included between two rivers; as, the doab between the Ganges and the Jumna [n -S]'",0.820201,-1.4173113,1.1973716,-1
DOABS,"'DOAB, (Urdu) a tongue or tract of land included between two rivers; as, the doab between the Ganges and the Jumna [n]'",1.0288626,-1.4160004,1.1988451,-1
DOBHASH,'(Hindi) an interpreter [n -ES]',1.6399909,0.36352417,0.6217895,-1
DOBHASHES,"'DOBHASH, (Hindi) an interpreter [n]'",1.2653824,-0.4884197,0.113031976,-1
DOOB,"'(Hindi) dog's tooth grass, prized as food for cattle [n -S]'",-0.26159495,1.0926608,7.4298506,-1
DOOBS,"'DOOB, (Hindi) dog's tooth grass, prized as food for cattle [n]'",-0.20918489,1.0907549,7.453474,-1
DOOLALLY,"'(Hindi) crazy, deranged [adj]'",1.1604282,1.0576733,2.2529042,-1
DOOLEE,"'(Hindi) a litter or palanquin, also DHOOLY, DOOLIE, DOOLY [n -S]'",0.012037914,0.23357677,2.8032174,54
DOOLEES,"'DOOLEE, (Hindi) a litter or palanquin, also DHOOLY, DOOLIE, DOOLY [n]'",0.047726303,0.23445994,2.7800586,54
DOOLIE,"'(Hindi) a litter or palanquin, also DHOOLY, DOOLEE, DOOLY [n -S]'",0.048259683,0.2448948,2.8273628,54
DOOLIES,"'DOOLY, (Hindi) a litter or palanquin, also DHOOLY, DOOLEE, DOOLIE [n]'",0.04933717,0.26187134,2.8280902,54
DOOLY,"'(Hindi) a litter or palanquin, also DHOOLY, DOOLEE, DOOLIE [n DOOLIES]'",0.06381599,0.21951096,2.8104124,54
DOOSRA,'(Urdu) a delivery bowled by an off-spinner [n -S]',-0.55493736,-1.2416016,1.54268,-1
DOOSRAS,"'DOOSRA, (Urdu) a delivery bowled by an off-spinner [n]'",-0.59049636,-1.2439855,1.8387983,-1
DOPATTA,"'(Hindi) a silk or muslin shawl, also DUPATTA [n DOPATTAS or DOPATTE]'",-1.650996,0.03321157,1.4780669,85
DOPATTAS,"'DOPATTA, (Hindi) a silk or muslin shawl, also DUPATTA [n]'",-1.6490889,0.018156905,1.4658353,85
DOPATTE,"'DOPATTA, (Hindi) a silk or muslin shawl, also DUPATTA [n]'",-1.6383215,0.025263576,1.4554057,85
DOPIAZA,"'an Indian dish, meat or fish in onion sauce [n -S]'",-1.6880056,-1.6033188,8.659462,-1
DOPIAZAS,"'DOPIAZA, an Indian dish, meat or fish in onion sauce [n]'",-1.7621883,-1.6022607,8.517586,-1
DOSA,'(Hindi) an Indian pancake made from rice flour [n DOSAI or DOSAS]',-1.4690815,-1.6734939,9.241439,-1
DOSAI,"'DOSA, (Hindi) an Indian pancake made from rice flour [n]'",-1.4902463,-1.6281102,9.17586,-1
DOSAS,"'DOSA, (Hindi) an Indian pancake made from rice flour [n]'",-1.4982911,-1.5991644,9.178033,-1
DOSHA,'(Sanskrit) each of three energies believed in Ayurveda to circulate in the body [n -S]',2.2874744,4.7705693,-1.6493598,-1
DOSHAS,"'DOSHA, (Sanskrit) each of three energies believed in Ayurveda to circulate in the body [n]'",2.2566597,4.7389045,-1.5924765,-1
DOURA,"'(Arabic) Indian millet, also DARI, DHOORA, DHOURRA, DHURRA, DOURAH, DURA, DURR, DURRA [n -S]'",1.9713519,-1.8705128,10.804114,103
DOURAH,"'(Arabic) Indian millet, also DARI, DHOORA, DHOURRA, DHURRA, DOURA, DURA, DURR, DURRA [n -S]'",1.961028,-1.86167,10.793352,103
DOURAHS,"'DOURAH, (Arabic) Indian millet, also DARI, DHOORA, DHOURRA, DHURRA, DOURA, DURA, DURR, DURRA [n]'",1.5549887,-1.6771084,10.337816,102
DOURAS,"'DOURA, (Arabic) Indian millet, also DARI, DHOORA, DHOURRA, DHURRA, DOURAH, DURA, DURR, DURRA [n]'",1.5549132,-1.6836364,10.3369665,102
DROGER,"'(Dutch) a W. Indian coasting vessel, with long masts and lateen sails, also DROGHER [n -S]'",1.5563773,-0.9479787,3.8830235,-1
DROGERS,"'DROGER, (Dutch) a W. Indian coasting vessel, with long masts and lateen sails, also DROGHER [n]'",1.5928347,-0.9802239,3.929104,-1
DROGHER,"'(Dutch) a W. Indian coasting vessel, with long masts and lateen sails, also DROGER [n -S]'",1.5683162,-0.9482721,3.8873813,-1
DROGHERS,"'DROGHER, (Dutch) a W. Indian coasting vessel, with long masts and lateen sails, also DROGER [n]'",1.5759413,-0.9645569,3.9060748,-1
DUHKHA,"'(Sanskrit) suffering due to the desire for permanence, also DUKKHA [n -S]'",2.4235024,3.6456473,-1.6369842,-1
DUHKHAS,"'DUHKHA, (Sanskrit) suffering due to the desire for permanence, also DUKKHA [n]'",2.4422758,3.630602,-1.6993821,-1
DUKKHA,"'(Sanskrit) suffering due to the desire for permanence, also DUHKHA [n -S]'",2.4089065,3.7083783,-1.6931392,-1
DUKKHAS,"'DUKKHA, (Sanskrit) suffering due to the desire for permanence, also DUHKHA [n]'",2.4354825,3.665991,-1.6514586,-1
DUNGAREE,"'(Hindi) a coarse cotton fabric, trousers made from this [n -S]'",-1.4627566,-0.26151213,1.751934,86
DUNGAREES,"'DUNGAREE, (Hindi) a coarse cotton fabric, trousers made from this [n]'",-1.5649011,-0.33702287,1.6952645,-1
DUPATTA,"'(Hindi) a silk or muslin shawl, also DOPATTA [n DUPATTAS or DUPATTE]'",-1.6234214,-0.009793414,1.5069478,85
DUPATTAS,"'DUPATTA, (Hindi) a silk or muslin shawl, also DOPATTA [n]'",-1.6708825,0.02511594,1.4576237,85
DUPATTE,"'DUPATTA, (Hindi) a silk or muslin shawl, also DOPATTA [n]'",-1.6699495,-0.012798684,1.4851794,85
DURA,"'(Arabic) Indian millet, also DARI, DHOORA, DHOURRA, DHURRA, DOURA, DOURAH, DURR, DURRA [n -S]'",1.9752685,-1.8729628,10.808502,103
DURAS,"'DURA, (Arabic) Indian millet, also DARI, DHOORA, DHOURRA, DHURRA, DOURA, DOURAH, DURR, DURRA [n]'",1.5298791,-1.6807172,10.31169,102
DURBAR,"'(Urdu) the court of a native ruler in India, also DARBAR [n -S]'",0.47401834,-1.3444693,0.55509776,82
DURBARS,"'DURBAR, (Urdu) the court of a native ruler in India, also DARBAR [n]'",0.5016211,-1.4739057,0.47136602,-1
DURR,"'(Arabic) Indian millet, also DARI, DHOORA, DHOURRA, DHURRA, DOURA, DOURAH, DURA, DURRA [n -S]'",1.979621,-1.8755798,10.813129,103
DURRA,"'(Arabic) Indian millet, also DARI, DHOORA, DHOURRA, DHURRA, DOURA, DOURAH, DURA, DURR [n -S]'",2.0077662,-1.9046816,10.841523,103
DURRAS,"'DURRA, (Arabic) Indian millet, also DARI, DHOORA, DHOURRA, DHURRA, DOURA, DOURAH, DURA, DURR [n]'",1.5407172,-1.6720458,10.320858,102
DURRIE,"'(Hindi) an Indian cotton rug, also DHURRIE [n -S]'",-1.2987982,-0.5480213,1.7571745,-1
DURRIES,"'DURRIE, (Hindi) an Indian cotton rug, also DHURRIE [n]'",-1.355237,-0.5475428,1.7600104,-1
DURRS,"'DURR, (Arabic) Indian millet, also DARI, DHOORA, DHOURRA, DHURRA, DOURA, DOURAH, DURA, DURRA [n]'",1.5856551,-1.6960375,10.370401,102
DURZI,"'(Hindi) a Hindu tailor, also DARZI [n -S]'",1.2708349,0.7434276,0.77109337,-1
DURZIS,"'DURZI, (Hindi) a Hindu tailor, also DARZI [n]'",1.2537911,0.74586856,0.8118081,-1
DVANDVA,"'(Sanskrit) a compound word in which neither element is subordinated to the other, e.g. tragicomedy [n -S]'",2.0178816,3.0819983,-1.178952,6
DVANDVAS,"'DVANDVA, (Sanskrit) a compound word in which neither element is subordinated to the other, e.g. tragicomedy [n]'",2.053727,3.0833387,-1.2316082,6
EKKA,'(Hindi) a small one-horse carriage [n -S]',0.5779794,0.21750636,2.850218,-1
EKKAS,"'EKKA, (Hindi) a small one-horse carriage [n]'",0.5674313,0.1460359,2.84894,-1
ENTELLUS,"'(Latin) an East Indian long-tailed bearded monkey, remarkable for the cap-like arrangement of the hair on the head [n -ES]'",0.91824174,3.3817234,5.6777472,-1
ENTELLUSES,"'ENTELLUS, (Latin) an East Indian long-tailed bearded monkey, remarkable for the cap-like arrangement of the hair on the head [n]'",0.8332869,3.4671805,5.7728834,-1
FAKEER,"'(Arabic) a Hindu ascetic, also FAKIR, FAQIR, FAQUIR [n -S]'",0.9086118,2.680811,-1.1770284,107
FAKEERS,"'FAKEER, (Arabic) a Hindu ascetic, also FAKIR, FAQIR, FAQUIR [n]'",0.88966095,2.6778235,-1.1910322,107
FAKIR,"'(Arabic) a Hindu ascetic, also FAKEER, FAQIR, FAQUIR [n -S]'",0.88448876,2.6710389,-1.1849579,107
FAKIRISM,'religious asceticism in India [n -S]',1.0902569,2.723073,-1.1171186,-1
FAKIRISMS,"'FAKIRISM, religious asceticism in India [n]'",0.9546114,2.7059686,-1.2326227,-1
FAKIRS,"'FAKIR, (Arabic) a Hindu ascetic, also FAKEER, FAQIR, FAQUIR [n]'",0.90417725,2.682086,-1.1902019,107
FAQIR,"'(Arabic) a Hindu ascetic, also FAKEER, FAKIR, FAQUIR [n -S]'",0.89686584,2.666983,-1.1546339,107
FAQIRS,"'FAQIR, (Arabic) a Hindu ascetic, also FAKEER, FAKIR, FAQUIR [n]'",0.8896293,2.6766772,-1.1970148,107
FAQUIR,"'(Arabic) a Hindu ascetic, also FAKEER, FAKIR, FAQIR [n -S]'",0.8829964,2.6782663,-1.2034069,107
FAQUIRS,"'FAQUIR, (Arabic) a Hindu ascetic, also FAKEER, FAKIR, FAQIR [n]'",0.88562536,2.6805959,-1.2065176,107
FENI,"'(Hindi) an alcoholic spirit made from coconuts, also FENNY [n -S]'",-0.54634315,-0.79421335,8.723938,-1
FENIS,"'FENI, (Hindi) an alcoholic spirit made from coconuts, also FENNY [n]'",-0.3957405,-0.8072823,8.731793,-1
FIDDLEWOOD,'the wood of several West Indian trees [n -S]',0.79138154,3.0081723,7.901924,49
FIDDLEWOODS,"'FIDDLEWOOD, the wood of several West Indian trees [n]'",0.8772861,3.1109717,8.066053,-1
FLATHEAD,'any of various species of edible flat-skulled fish of the Pacific and Indian Oceans [n -S]',0.6639379,3.8811839,6.8795986,-1
FLATHEADS,"'FLATHEAD, any of various species of edible flat-skulled fish of the Pacific and Indian Oceans [n]'",0.63467675,3.9209201,6.861269,-1
FROGMOUTH,"'one of several species of Asiatic and East Indian birds, so called from their very broad, flat bills [n -S]'",0.9431915,3.5224223,7.208562,-1
FROGMOUTHS,"'FROGMOUTH, one of several species of Asiatic and East Indian birds, so called from their very broad, flat bills [n]'",0.98964566,3.5573993,7.029159,-1
GADDI,"'(Marathi) the cushioned throne of an Indian ruler, also GADI [n -S]'",0.18041578,0.03355573,2.2649136,-1
GADDIS,"'GADDI, (Marathi) the cushioned throne of an Indian ruler, also GADI [n]'",0.2383449,-0.010752605,2.2761254,-1
GADI,"'(Marathi) the cushioned throne of an Indian ruler, also GADDI [n -S]'",0.21147457,-0.007815799,2.2773373,-1
GADIS,"'GADI, (Marathi) the cushioned throne of an Indian ruler, also GADDI [n]'",0.25103572,-0.0033327262,2.271888,-1
GALANGA,"'the aromatic rootstock of certain East Indian plants of the ginger family, also GALANGAL, GALENGALE, GALINGALE [n -S]'",0.776,2.21816,8.670075,15
GALANGAL,"'the aromatic rootstock of certain East Indian plants of the ginger family, also GALANGA, GALENGALE, GALINGALE [n -S]'",0.77357656,2.2120283,8.673411,15
GALANGALS,"'GALANGAL, the aromatic rootstock of certain East Indian plants of the ginger family, also GALANGA, GALENGALE, GALINGALE [n]'",0.76770014,2.2117999,8.697382,15
GALANGAS,"'GALANGA, the aromatic rootstock of certain East Indian plants of the ginger family, also GALANGAL, GALENGALE, GALINGALE [n]'",0.7478922,2.2480855,8.667201,15
GALENGALE,"'the aromatic rootstock of certain East Indian plants of the ginger family, also GALANGA, GALANGAL, GALINGALE [n -S]'",0.77320844,2.2360802,8.656582,15
GALENGALES,"'GALENGALE, the aromatic rootstock of certain East Indian plants of the ginger family, also GALANGA, GALANGAL, GALINGALE [n]'",0.77321404,2.2302337,8.651898,15
GALINGALE,"'the aromatic rootstock of certain East Indian plants of the ginger family, also GALANGA, GALANGAL, GALENGALE [n -S]'",0.7763563,2.2253904,8.68381,15
GALINGALES,"'GALINGALE, the aromatic rootstock of certain East Indian plants of the ginger family, also GALANGA, GALANGAL, GALENGALE [n]'",0.7518982,2.1631122,8.728285,15
GALLIWASP,"'a West Indian lizard, about a foot long, imagined by the natives to be venomous [n -S]'",0.88781524,3.56174,7.3708634,-1
GALLIWASPS,"'GALLIWASP, a West Indian lizard, about a foot long, imagined by the natives to be venomous [n]'",0.911075,3.617673,7.3736405,-1
GANJA,"'(Hindi) cannabis used for smoking, also GANJAH [n -S]'",3.203815,0.089123346,7.5076313,42
GANJAH,"'(Hindi) cannabis used for smoking, also GANJA [n -S]'",3.1955612,0.09204271,7.502146,42
GANJAHS,"'GANJAH, (Hindi) cannabis used for smoking, also GANJA [n]'",3.220056,0.10460378,7.539909,42
GANJAS,"'GANJA, (Hindi) cannabis used for smoking, also GANJAH [n]'",3.2215972,0.108448386,7.536384,42
GARIAL,"'(Hindi) an Indian crocodile, also GAVIAL, GHARIAL [n -S]'",0.56729484,4.6611223,6.1400285,33
GARIALS,"'GARIAL, (Hindi) an Indian crocodile, also GAVIAL, GHARIAL [n]'",0.5915116,4.6707263,6.121338,33
GARJAN,"'(Hindi) a thin balsam or wood oil derived from an East Indian tree, also GURJUN [n -S]'",-0.14561029,1.5864912,8.047246,-1
GARJANS,"'GARJAN, (Hindi) a thin balsam or wood oil derived from an East Indian tree, also GURJUN [n]'",-0.023472289,1.6342123,8.0988865,-1
GARUDA,"'(Sanskrit) a Hindu demigod, part man, part bird [n -S]'",2.5689883,3.5551143,-0.3936182,-1
GARUDAS,"'GARUDA, (Sanskrit) a Hindu demigod, part man, part bird [n]'",2.6250565,3.5751383,-0.33217925,-1
GATH,"'in Indian music, the second section of a raga [n -S]'",0.6449717,5.963465,0.19134293,-1
GATHS,"'GATH, in Indian music, the second section of a raga [n]'",0.62067705,5.928332,0.21769199,-1
GAUR,"'(Hindi) a kind of wild ox, aka seladang [n -S]'",0.6112767,4.045413,5.387077,-1
GAURS,"'GAUR, (Hindi) a kind of wild ox, aka seladang [n]'",0.53104436,4.001374,5.4871345,-1
GAVIAL,"'(Hindi) an Indian crocodile with a long snout, also GARIAL, GHARIAL [n -S]'",0.56606895,4.660254,6.1486545,33
GAVIALS,"'GAVIAL, (Hindi) an Indian crocodile with a long snout, also GARIAL, GHARIAL [n]'",0.58367735,4.6606107,6.1361365,33
GAYAL,"'(Hindi) an Indian domesticated ox, also GYAL [n -S]'",0.6128565,3.8217688,4.9567404,-1
GAYALS,"'GAYAL, (Hindi) an Indian domesticated ox, also GYAL [n]'",0.6041406,3.916017,5.101623,-1
GHARIAL,"'(Hindi) an Indian crocodile, also GAVIAL, GARIAL [n -S]'",0.5750822,4.6578865,6.141253,33
GHARIALS,"'GHARIAL, (Hindi) an Indian crocodile, also GAVIAL, GARIAL [n]'",0.5824549,4.6492567,6.105779,33
GHARRI,"'(Hindi) in India, a wheeled vehicle for hire, also GHARRY [n -S]'",0.5391006,0.102541536,2.79204,-1
GHARRIES,"'GHARRY, (Hindi) in India, a wheeled vehicle for hire, also GHARRI [n]'",0.57206476,0.09907571,2.781128,-1
GHARRIS,"'GHARRI, (Hindi) in India, a wheeled vehicle for hire, also GHARRY [n]'",0.54241186,0.13030873,2.806272,-1
GHARRY,"'(Hindi) in India, a wheeled vehicle for hire, also GHARRI [n GHARRIES]'",0.5447591,0.13074422,2.808456,-1
GHAT,"'(Hindi) in India, a landing stage; a place for cremation, also GHAUT [n -S]'",1.5415413,-0.6553993,3.1619568,-1
GHATS,"'GHAT, (Hindi) in India, a landing stage; a place for cremation, also GHAUT [n]'",1.5808843,-0.65498406,3.0477357,-1
GHAUT,"'(Hindi) in India, a landing stage; a place for cremation, also GHAT [n -S]'",1.5436301,-0.64760023,3.1542737,-1
GHAUTS,"'GHAUT, (Hindi) in India, a landing stage; a place for cremation, also GHAT [n]'",1.6142298,-0.59191155,3.0121686,-1
GHEE,"'(Hindi) a kind of liquid butter, also GHI [n -S]'",-1.2796643,-1.4978929,8.938425,-1
GHEES,"'GHEE, (Hindi) a kind of liquid butter, also GHI [n]'",-1.3593444,-1.4738156,8.877752,-1
GHERAO,"'(Hindi) in India, the surrounding or trapping of a person, e.g. an employer in a room or building, till demands are met [n -S] / to carry out such an action [v GHERAOED, GHERAOING, GHERAOES or GHERAOS]'",2.4052913,0.31584677,0.9769809,-1
GHUBAR,"'as in ghubar numeral, any of a set of numerals forming the stage between ancient Hindu numerals and present-day Arabic numerals, also GOBAR [adj]'",2.8917627,-0.007822047,1.7732244,-1
GINGAL,"'(Hindi) a large Chinese or Indian swivel-musket, also GINGALL, JINGAL, JINGALL [n -S]'",-1.1610172,-2.3866374,1.3171223,20
GINGALL,"'(Hindi) a large Chinese or Indian swivel-musket, also GINGAL, JINGAL, JINGALL [n -S]'",-1.1657095,-2.3841543,1.3215721,20
GINGALLS,"'GINGALL, (Hindi) a large Chinese or Indian swivel-musket, also GINGAL, JINGAL, JINGALL [n]'",-1.1857975,-2.4115615,1.3209361,20
GINGALS,"'GINGAL, (Hindi) a large Chinese or Indian swivel-musket, also GINGALL, JINGAL, JINGALL [n]'",-1.1640552,-2.3858366,1.3081363,20
GINGELI,"'(Hindi) the sesame seed or its oil, also GINGELEY, GINGELLI, GINGELLY, GINGELY, GINGILI, GINGILLI, JINJILI [n GINGELIS or GINGELIES]'",-1.51646,0.6488239,8.875386,39
GINGELIES,"'GINGELY, (Hindi) the sesame seed or its oil, also GINGELEY, GINGELI, GINGELLI, GINGELLY, GINGILI, GINGILLI, JINJILI [n]'",-1.4883953,0.6330034,8.847281,39
GINGELIS,"'GINGELI, (Hindi) the sesame seed or its oil, also GINGELEY, GINGELLI, GINGELLY, GINGELY, GINGILI, GINGILLI, JINJILI [n]'",-1.4892752,0.63510287,8.855526,39
GINGELLI,"'(Hindi) the sesame seed or its oil, also GINGELEY, GINGELI, GINGELLY, GINGELY, GINGILI, GINGILLI, JINJILI [n -S]'",-1.5476738,0.6640893,8.911226,39
GINGELLIES,"'GINGELLY, (Hindi) the sesame seed or its oil, also GINGELEY, GINGELI, GINGELLI, GINGELY, GINGILI, GINGILLI, JINJILI [n]'",-1.4635415,0.6238542,8.826824,39
GINGELLIS,"'GINGELLI, (Hindi) the sesame seed or its oil, also GINGELEY, GINGELI, GINGELLY, GINGELY, GINGILI, GINGILLI, JINJILI [n]'",-1.4884299,0.6276946,8.849154,39
GINGELLY,"'(Hindi) the sesame seed or its oil, also GINGELEY, GINGELI, GINGELLI, GINGELY, GINGILI, GINGILLI, JINJILI [n GINGELLIES]'",-1.5037248,0.6394972,8.86057,39
GINGELY,"'(Hindi) the sesame seed or its oil, also GINGELEY, GINGELI, GINGELLI, GINGELLY, GINGILI, GINGILLI, JINJILI [n GINGELIES]'",-1.5196002,0.63807327,8.881108,39
GINGILI,"'(Hindi) the sesame seed or its oil, also GINGELEY, GINGELI, GINGELLI, GINGELLY, GINGELY, GINGILLI, JINJILI [n -S]'",-1.5331944,0.6506556,8.895255,39
GINGILIS,"'GINGILI, (Hindi) the sesame seed or its oil, also GINGELEY, GINGELI, GINGELLI, GINGELLY, GINGELY, GINGILLI, JINJILI [n]'",-1.5123283,0.63575536,8.873939,39
GINGILLI,"'(Hindi) the sesame seed or its oil, also GINGELEY, GINGELI, GINGELLI, GINGELLY, GINGELY, GINGILI, JINJILI [n -S]'",-1.5562171,0.64810467,8.923684,39
GINGILLIS,"'GINGILLI, (Hindi) the sesame seed or its oil, also GINGELEY, GINGELI, GINGELLI, GINGELLY, GINGELY, GINGILI, JINJILI [n]'",-1.4818095,0.63299406,8.84175,39
GOBAR,"'as in gobar numeral, any of a set of numerals forming the stage between ancient Hindu numerals and present-day Arabic numerals, also GHUBAR [adj]'",2.9028232,-0.042656027,1.7389442,-1
